,SA_HOMER_ID,DEVICE_ID,D_DAY,LATITUDE_HOME,LONGITUDE_HOME,LATITUDE_WORK,LONGITUDE_WORK,CNT_LOG_HOME,CNT_LOG_NON_HOME,VOLUME,UNITS,Unnamed: 11,Distance
36064,5h7485,5394768,2017/11/16,23.125,107.9643,23.125,107.9646,3,8,,,,30.67813164058485
36065,5b61093,5393158,2017/11/1,32.9969,112.5166,32.9967,112.5152,2,3,,,,132.4434696435051
36066,5h8215,5395599,2017/11/3,24.0695,108.6585,24.0717,108.6379,2,9,,,,2105.689938215074
36067,532472,5399133,2017/11/2,25.1318,113.35700000000001,25.1324,113.3479,2,7,,,,918.5069884388354
36068,555500,5397171,2017/11/7,35.1691,119.1753,35.1691,119.1754,3,7,,,,9.089692139529943
36069,5k6568,5392647,2017/11/16,41.7801,123.1385,41.7799,123.1387,3,5,,,,27.7415751339848
36070,5102830,5392700,2017/11/5,39.2409,117.1925,39.2157,117.24,3,9,,,,4958.9872587030695
36071,5b6410,5393965,2017/11/1,33.2535,113.0036,33.25,113.0003,4,2,,,,495.60869419840316
36072,5e4502,5393886,2017/11/5,25.0065,117.5213,25.0063,117.5172,4,7,,,,413.76155641378256
36073,5q5197,5394576,2017/11/8,22.2847,108.9602,22.2789,108.945,0,5,,,,1691.7158379471798
36074,5g6594,5395524,2017/11/15,26.2802,118.4777,26.2798,118.4773,4,8,,,,59.739149531525314
36075,5102841,5394516,2017/11/4,39.1293,117.1746,39.1744,117.1591,0,2,,,,5189.94170122403
36076,540726,5419611,2017/11/1,35.9612,118.7068,,,4,0,,,,
36077,5h8088,5395945,2017/11/18,23.816999999999997,108.8841,23.816999999999997,108.8836,1,3,,,,50.86277741276224
36078,5102197,5394641,2017/11/16,39.3631,116.8962,39.3621,116.8955,3,9,,,,126.43509251817942
36079,566410,5398881,2017/11/12,23.6654,116.9108,23.6674,116.9111,4,8,,,,224.47879792416953
36080,558872,5401204,2017/11/13,23.4661,116.7589,23.4762,116.76899999999999,3,1,,,,1523.9704812535601
36081,5m2214,5393383,2017/11/6,37.8269,112.5315,37.8286,112.5244,6,9,,,,651.6020582953607
36082,5a7504,5395987,2017/11/16,38.6173,115.6539,38.6174,115.6539,2,3,,,,11.119492664568353
36083,5c7944,5395514,2017/11/17,25.4911,118.2449,25.4945,118.2461,3,9,,,,396.78443532993697
36084,5d8533,5401259,2017/11/3,29.0161,115.8037,29.0154,115.8039,3,9,,,,80.22920539264278
36085,5013485,5398630,2017/11/2,23.2911,113.8246,23.2915,113.8245,3,3,,,,45.63553321973109
36086,5c7911,5395719,2017/11/6,24.7385,118.4734,24.7661,118.488,3,8,,,,3404.7292072658274
36087,5021083,5398544,2017/11/8,23.1105,112.9181,23.1102,112.9179,3,5,,,,39.13013255471753
36088,5711008,5394429,2017/11/17,28.0086,110.19200000000001,28.0088,110.1918,3,6,,,,29.666094195541866
36089,5b1563,5394235,2017/11/19,34.6955,112.4815,34.6956,112.4815,3,7,,,,11.119492663861031
36090,542513,5398911,2017/11/3,30.4565,115.2605,30.4523,115.2606,3,8,,,,467.11704942464263
36091,5r8330,5398784,2017/11/2,32.4101,108.7195,32.4102,108.7197,3,3,,,,21.820619305682108
36092,5c4204,5396132,2017/11/3,40.405,118.9419,40.4052,118.9417,4,3,,,,27.952668252281214
36093,5u2260,5401721,2017/11/18,44.2757,123.9779,44.2757,123.9778,4,2,,,,7.961433074869168
36094,517633,5398344,2017/11/16,21.7824,111.2143,21.7808,111.2045,3,9,,,,1027.4314651461193
36095,5351055,5401577,2017/11/5,37.6396,120.5208,37.6398,120.5196,4,8,,,,107.97686408493253
36096,5h7480,5394747,2017/11/19,23.5465,107.8363,23.5444,107.8398,4,7,,,,426.4021399523685
36097,5102233,5394413,2017/11/13,39.1972,116.9086,39.2096,116.9214,4,2,,,,1765.6647198272356
36098,5a3643,5396811,2017/11/4,40.0949,118.4024,40.0523,118.4152,2,9,,,,4860.500470820804
36099,5221226,5397689,2017/11/1,36.2846,120.0066,36.2846,120.0066,3,9,,,,0.0
36100,5b4417,5392958,2017/11/14,33.2646,114.2698,33.2646,114.27,4,3,,,,18.595047826733033
36101,5h62028,5392476,2017/11/9,32.3479,114.7257,32.3486,114.7242,0,6,,,,160.97706566367884
36102,5a3467,5396748,2017/11/9,39.6686,117.6736,39.6687,117.6739,3,1,,,,27.981869116172827
36103,5a7347,5397268,2017/11/7,38.3009,115.3239,38.3007,115.3239,3,5,,,,22.238985329136707
36104,5041260,5399268,2017/11/18,22.9869,114.7201,22.9856,114.7228,5,8,,,,311.90698078125774
36105,5102698,5394433,2017/11/1,39.038000000000004,117.1312,39.0387,117.131,3,1,,,,79.73009987260033
36106,5013554,5398662,2017/11/6,22.8892,113.3984,22.8889,113.3942,0,7,,,,431.5367894583038
36107,5m8358,5398895,2017/11/1,34.9142,109.4093,34.8946,109.3748,4,8,,,,3827.2621447337533
36108,5102122,5394212,2017/11/10,39.9023,117.3954,39.9231,117.3978,4,8,,,,2321.8947751894216
36109,543546,5396055,2017/11/5,35.2772,115.6586,35.2836,115.6864,4,8,,,,2621.897702276184
36110,5f9285,5401393,2017/11/19,33.4354,113.603,33.4354,113.6031,3,6,,,,9.279301040109154
36111,5q2194,5399393,2017/11/1,29.1248,110.4837,29.1251,110.484,2,4,,,,44.29407625076184
36112,5a8933,5396298,2017/11/7,37.3533,115.3829,37.3533,115.383,4,1,,,,8.838989348741736
36113,517493,5398266,2017/11/5,22.0486,111.0088,22.0488,111.0091,2,2,,,,38.08602432040139
36114,5081209,5399329,2017/11/8,22.4554,112.7621,22.4523,112.7617,1,4,,,,347.14656473726745
36115,542370,5398920,2017/11/4,29.8522,115.5578,29.8474,115.5625,3,8,,,,700.2418215289191
36116,571884,5401769,2017/11/3,27.5537,109.9628,27.554000000000002,109.9626,3,9,,,,38.74959134657415
36117,563372,5397227,2017/11/8,37.5846,118.545,37.5846,118.5448,3,3,,,,17.623364206400836
36118,5021258,5398511,2017/11/8,23.061,113.0464,23.0617,113.0461,3,9,,,,83.66930461252512
36119,5t3124,5397692,2017/11/3,37.8571,113.5795,37.8576,113.5795,4,9,,,,55.597463322134445
36120,559386,5398925,2017/11/5,23.3596,116.04,23.3596,116.0399,2,4,,,,10.208077129983494
36121,5c51022,5399504,2017/11/9,26.0622,119.3229,26.0713,119.3199,0,5,,,,1055.3107792789717
36122,525433,5401302,2017/11/6,29.0323,111.6913,29.0319,111.6915,0,2,,,,48.542587323861355
36123,5a8234,5396168,2017/11/16,36.8609,114.4982,36.8855,114.4546,2,8,,,,4745.912465577083
36124,5f5285,5401546,2017/11/6,29.2827,117.2144,29.2845,117.213,4,8,,,,241.8602946251275
36125,5g7578,5401349,2017/11/16,26.3863,118.4845,26.3861,118.4847,4,7,,,,29.85737106153159
36126,510502,5394102,2017/11/7,39.3817,117.0765,39.3819,117.0767,3,7,,,,28.10772639658706
36127,5102760,5394667,2017/11/6,38.9897,117.226,38.9894,117.226,4,8,,,,33.358477992997734
36128,574113,5396372,2017/11/18,36.1849,117.6615,36.1849,117.6614,3,9,,,,8.97471972118133
36129,5b1569,5394365,2017/11/6,34.4313,112.4214,34.4266,112.4193,2,6,,,,556.9778662190588
36130,5j3142,5394697,2017/11/14,21.5488,107.9686,21.5459,107.9675,0,2,,,,341.9453977024477
36131,5a5495,5395179,2017/11/4,38.3076,116.8544,38.308,116.8533,3,9,,,,105.78414885086934
36132,5a6402,5395217,2017/11/2,36.575,113.6952,36.5919,113.7322,0,7,,,,3800.7375284522127
36133,5d8543,5401670,2017/11/4,29.2448,115.8067,29.2401,115.8125,3,9,,,,767.9875867875571
36134,535341,5397559,2017/11/13,37.4556,121.4299,37.4555,121.4301,4,8,,,,20.863898867531738
36135,532497,5399213,2017/11/8,25.1242,113.355,25.1314,113.3484,0,1,,,,1040.402773006112
36136,5102845,5392723,2017/11/3,38.9324,116.9161,,,1,0,,,,
36137,5t1229,5394395,2017/11/1,36.1926,113.1121,36.1924,113.1122,1,2,,,,23.981293367112304
36138,5021376,5398374,2017/11/1,22.8887,113.0703,22.8896,113.068,1,2,,,,255.9831767768545
36139,5a3658,5397112,2017/11/18,39.7198,118.4463,39.7286,118.3868,3,9,,,,5181.864808779925
36140,5a4698,5396303,2017/11/13,38.0421,114.5566,,,1,0,,,,
36141,568587,5396734,2017/11/12,32.6219,110.7664,32.6089,110.7953,3,8,,,,3068.5900972300283
36142,565372,5398822,2017/11/12,23.1776,115.6041,23.1779,115.6043,3,4,,,,39.124758673851
36143,5b6751,5393205,2017/11/8,33.0576,112.9291,33.0575,112.9289,2,8,,,,21.703817691207934
36144,5e4561,5393885,2017/11/8,23.7297,117.5077,23.7345,117.5145,2,2,,,,874.0677583840117
36145,5101896,5394167,2017/11/6,,,39.4034,117.0058,0,2,,,,
36146,5d3436,5401513,2017/11/4,31.766,116.5385,31.7597,116.55799999999999,1,3,,,,1972.173070789767
36147,5m2371,5394076,2017/11/7,37.789,112.5727,37.7923,112.5704,1,6,,,,418.9204609605714
36148,5t3122,5397710,2017/11/6,37.8598,113.5771,37.8602,113.5776,3,4,,,,62.49042033556083
36149,5013553,5398715,2017/11/9,22.9994,113.3743,22.9944,113.366,3,4,,,,1015.3210429912523
36150,5a8193,5396160,2017/11/10,37.0646,115.0288,37.0669,115.0346,3,2,,,,574.6648033293175
36151,524310,5401582,2017/11/2,25.3912,112.956,25.3876,112.9422,0,1,,,,1442.9191520194727
36152,5k4168,5392574,2017/11/17,41.574,120.4464,41.5579,120.4441,3,5,,,,1800.4354121347237
36153,5h8111,5395590,2017/11/3,24.0679,108.6633,24.068,108.6632,0,5,,,,15.057300075262352
36154,5021369,5398335,2017/11/4,22.7624,113.2664,22.7625,113.2665,3,5,,,,15.125369810229792
36155,5021369,5398312,2017/11/4,22.9614,113.0813,22.9616,113.0811,3,7,,,,30.230399555947567
36156,5b6301,5392969,2017/11/19,33.2973,111.4755,33.2973,111.4756,2,8,,,,9.294041497930701
36157,515236,5398936,2017/11/9,20.9121,110.0829,20.9125,110.0829,5,8,,,,44.477970658273414
36158,5k4097,5392533,2017/11/9,41.5767,120.4505,41.5768,120.4504,2,1,,,,13.886483039962817
36159,5m4271,5393278,2017/11/6,37.6875,112.7432,37.6884,112.7777,2,11,,,,3037.4538196157655
36160,5a3756,5396810,2017/11/3,39.6329,118.0558,39.633,118.0509,4,3,,,,419.76560444434506
36161,554465,5401661,2017/11/13,21.8659,111.9615,21.863000000000003,111.9606,3,9,,,,335.5740658230842
36162,5a8715,5396169,2017/11/9,37.0983,115.3691,37.1094,115.4153,3,8,,,,4279.018416745436
36163,515118,5398883,2017/11/9,21.2064,110.3783,21.1642,110.3675,4,8,,,,4824.177356478175
36164,5a3598,5396771,2017/11/16,40.2673,118.3813,40.2672,118.3812,4,9,,,,13.986831642634394
36165,5d3418,5401475,2017/11/3,31.7271,115.9272,31.7756,115.9337,3,9,,,,5427.861675287611
36166,5j8189,5396652,2017/11/2,41.2126,123.0779,41.2116,123.0802,1,1,,,,222.21495180022308
36167,5021411,5398029,2017/11/15,22.9141,113.023,22.9143,113.0229,4,7,,,,24.48411498114654
36168,5w5095,5401611,2017/11/7,42.6971,121.8667,42.7295,121.7636,0,1,,,,9161.507742132415
36169,564213,5396554,2017/11/8,34.7916,117.258,34.7918,117.2578,2,7,,,,28.777124933424382
36170,542457,5398919,2017/11/6,30.6365,114.8633,30.6386,114.8622,4,8,,,,256.12915173451285
36171,5021223,5398366,2017/11/6,23.1191,113.1872,23.119,113.18700000000001,3,4,,,,23.280208496665967
36172,5c8794,5395359,2017/11/1,24.7087,118.119,24.7087,118.1192,0,3,,,,20.202888724661264
36173,5c81012,5395155,2017/11/8,24.5003,118.0356,24.5,118.0352,0,1,,,,52.448703976856805
36174,511557,5401260,2017/11/8,23.6939,113.0344,23.6804,113.0536,1,9,,,,2464.899905687244
36175,5101451,5394409,2017/11/12,38.6199,117.329,38.6183,117.3304,4,8,,,,215.51402227410205
36176,5c21091,5396374,2017/11/16,39.8634,116.9346,39.8637,116.9347,3,6,,,,34.43304624339078
36177,5c2630,5401730,2017/11/19,39.7651,117.1226,39.760999999999996,117.1062,2,7,,,,1474.063949880145
36178,5j4173,5395512,2017/11/3,23.6814,110.3048,23.6817,110.3047,2,1,,,,34.878136974826525
36179,5021290,5398222,2017/11/6,23.1001,113.1718,23.0982,113.1711,1,5,,,,223.0721086017091
36180,533468,5397076,2017/11/7,36.696999999999996,118.4803,36.6972,118.4805,3,9,,,,28.50490294988603
36181,5a8336,5395875,2017/11/2,37.2207,115.0363,37.2186,115.0336,4,3,,,,334.19217512596623
36182,5021284,5398356,2017/11/2,23.3114,112.9935,23.3114,112.9933,3,9,,,,20.42356497198472
36183,512463,5398213,2017/11/8,23.9226,112.1787,23.9239,112.1785,3,9,,,,145.97579098369565
36184,5041166,5399186,2017/11/7,22.9337,114.6288,22.9312,114.6245,0,7,,,,520.7530371171741
36185,510957,5394116,2017/11/9,39.0755,117.3629,,,1,0,,,,
36186,5181680,5397445,2017/11/2,30.5702,114.30799999999999,,,1,0,,,,
36187,5b1550,5394218,2017/11/5,34.7217,112.7858,34.7181,112.7862,1,9,,,,401.96766518041557
36188,5e4762,5393087,2017/11/15,23.7766,117.2734,23.7895,117.2852,4,6,,,,1870.6058532308257
36189,5c51182,5399515,2017/11/17,25.9658,119.6431,25.9785,119.6196,3,6,,,,2740.962767000584
36190,5a7719,5397296,2017/11/12,38.5548,114.80799999999999,38.5481,114.8062,2,9,,,,761.2718899978041
36191,5j8190,5396610,2017/11/5,41.2646,123.1692,41.265,123.1688,4,8,,,,55.64204775149857
36192,5c1256,5393080,2017/11/5,40.368,117.9259,40.368,117.9257,2,3,,,,16.943886638120322
36193,565444,5399030,2017/11/4,22.8169,115.8281,22.8169,115.8241,3,4,,,,409.97516508020726
36194,5161267,5394318,2017/11/2,28.3355,112.8275,28.3229,112.8285,0,6,,,,1404.4707823363117
36195,5e4532,5393859,2017/11/3,24.4466,117.815,24.443,117.8137,2,3,,,,421.37739113182863
36196,5e4762,5393087,2017/11/13,23.7933,117.286,23.7952,117.2905,4,8,,,,504.2394118372494
36197,5u7037,5394239,2017/11/18,39.0332,117.5879,39.0355,117.5877,2,8,,,,256.331072683254
36198,573385,5399090,2017/11/7,26.451999999999998,111.5969,26.4518,111.5967,4,9,,,,29.849801561650178
36199,5b6381,5393450,2017/11/10,32.369,113.3934,32.3661,113.3906,4,8,,,,416.0989544219872
36200,5h52025,5397377,2017/11/5,40.1514,116.2915,,,1,0,,,,
36201,5j3206,5394681,2017/11/18,21.7686,108.3551,21.7695,108.3553,3,8,,,,102.18434609046284
36202,5c21074,5396091,2017/11/7,39.9855,117.0631,39.9823,117.0332,2,8,,,,2572.2200734401827
36203,5101407,5392660,2017/11/3,39.1742,117.4155,39.1721,117.4084,1,6,,,,655.072212365701
36204,5221142,5397274,2017/11/13,36.2844,120.0026,,,1,0,,,,
36205,5a3784,5396824,2017/11/2,40.1413,118.3031,40.1511,118.3128,0,7,,,,1366.4663660578847
36206,5b1953,5394397,2017/11/7,33.7877,111.6115,33.7877,111.6112,2,6,,,,27.72436026339803
36207,5102097,5394229,2017/11/19,39.2813,117.4324,39.2815,117.432,3,7,,,,40.986078931638836
36208,511421,5401588,2017/11/2,23.8724,113.5275,23.8724,113.5274,1,3,,,,10.168209061709883
36209,535561,5396807,2017/11/5,37.653,120.5202,37.6531,120.5203,4,8,,,,14.182595700889927
36210,512472,5398438,2017/11/7,23.0876,112.7792,23.0864,112.7773,4,8,,,,235.7466053722291
36211,5221258,5397604,2017/11/4,36.8618,120.5153,36.8614,120.5153,4,1,,,,44.47797065756609
36212,538679,5393564,2017/11/13,35.681999999999995,117.5882,35.8086,117.624,4,8,,,,14443.281039996456
36213,5102168,5394419,2017/11/9,39.4794,117.0105,39.4793,117.0105,2,7,,,,11.119492663861031
36214,5u3181,5396110,2017/11/3,44.833999999999996,122.98899999999999,44.8153,123.0691,3,4,,,,6650.656111688202
36215,502996,5398364,2017/11/3,22.9623,113.0808,22.9652,113.0844,3,7,,,,489.7285241721082
36216,532707,5399174,2017/11/15,25.1104,113.3362,25.101999999999997,113.3338,4,8,,,,964.7916543001091
36217,5102064,5394418,2017/11/7,39.1368,117.2071,39.1379,117.2605,2,4,,,,4607.197097481362
36218,5021222,5398258,2017/11/11,23.0266,113.0466,23.0266,113.0463,5,7,,,,30.700586362532473
36219,5b6327,5393474,2017/11/12,33.0507,111.8403,33.0484,111.8481,4,8,,,,770.6606146575085
36220,538320,5393552,2017/11/1,35.993,117.5344,,,4,0,,,,
36221,5w3105,5393006,2017/11/8,40.5844,109.9001,40.5843,109.9001,3,9,,,,11.119492664568353
36222,569327,5399094,2017/11/2,,,28.1318,110.8983,0,6,,,,
36223,5q5186,5394713,2017/11/17,22.2749,109.5478,22.2779,109.5477,3,8,,,,333.74343628933894
36224,5a3262,5396732,2017/11/18,39.8304,118.34,39.8293,118.3405,3,8,,,,129.55219573706913
36225,5a5218,5395289,2017/11/7,38.0608,117.2247,38.0607,117.2252,4,9,,,,45.165261884867064
36226,522451,5397507,2017/11/7,36.7859,119.9497,36.7984,119.9612,3,4,,,,1726.4322452348683
36227,5r9359,5394536,2017/11/14,35.2351,111.1102,35.2351,111.1102,3,9,,,,0.0
36228,5181708,5397463,2017/11/3,30.7071,114.2741,30.7055,114.2836,3,2,,,,925.5082918072068
36229,531270,5398084,2017/11/17,24.3664,114.4919,24.3665,114.4923,3,9,,,,42.0142660464202
36230,5c1474,5393100,2017/11/9,40.3822,118.0132,40.3825,118.0132,4,8,,,,33.35847799370506
36231,542513,5398911,2017/11/5,30.4524,115.2608,30.4507,115.2609,4,8,,,,189.2742599857359
36232,517456,5397989,2017/11/16,21.5379,111.2269,21.5302,111.2523,4,8,,,,2763.2071808665155
36233,5101586,5394316,2017/11/5,39.1198,117.1771,39.1198,117.1771,3,9,,,,0.0
36234,553246,5398217,2017/11/9,22.9197,112.0369,22.9275,112.0375,3,2,,,,869.4944391414328
36235,5j6063,5394911,2017/11/8,22.912,110.9961,22.9121,110.9958,4,7,,,,32.67671691368637
36236,556460,5396243,2017/11/5,37.3805,118.0135,37.3828,118.0284,2,9,,,,1341.1229216711956
36237,5c3068,5395499,2017/11/18,37.7322,115.6931,37.7324,115.693,3,2,,,,23.914637478558568
36238,539925,5393227,2017/11/2,35.803000000000004,116.0858,35.803000000000004,116.0858,4,3,,,,0.0
36239,5581042,5401218,2017/11/8,23.2496,116.4196,23.2399,116.4302,4,8,,,,1528.472159330203
36240,5u3190,5396120,2017/11/6,45.6137,122.8391,45.5948,122.825,1,7,,,,2370.6134343531357
36241,5j8206,5396614,2017/11/17,41.2653,123.1718,41.2653,123.1713,0,1,,,,41.7905956610185
36242,5e4560,5393280,2017/11/4,24.4053,118.0338,24.4051,118.03399999999999,3,4,,,,30.078393628446143
36243,5221300,5397488,2017/11/15,35.9924,120.1473,36.0067,120.1558,0,1,,,,1764.3897791321165
36244,553270,5398475,2017/11/5,23.2385,111.5302,23.2392,111.5319,0,1,,,,190.33766165689812
36245,5m2226,5394028,2017/11/9,37.6046,112.3502,37.605,112.3506,4,1,,,,56.744580806857115
36246,5a8275,5395788,2017/11/15,37.1205,114.6767,37.1223,114.6706,2,1,,,,576.686946493289
36247,5h51640,5397386,2017/11/5,39.7815,116.28299999999999,39.7813,116.2834,2,1,,,,40.77877671439367
36248,517493,5398266,2017/11/13,22.0487,111.0088,22.0486,111.0086,1,5,,,,23.420508288964758
36249,526456,5401522,2017/11/8,29.3736,113.1024,29.375,113.1022,1,1,,,,156.87456084276448
36250,567485,5401406,2017/11/4,29.8723,114.2809,29.8637,114.2585,3,9,,,,2362.1523372263373
36251,5102374,5394308,2017/11/4,38.9865,117.4897,38.9859,117.4893,3,2,,,,75.14265097173624
36252,5013387,5398598,2017/11/13,23.2134,113.2744,23.2135,113.2742,1,1,,,,23.267545567625582
36253,5a8226,5396125,2017/11/2,36.8604,115.4918,36.8621,115.4936,3,1,,,,247.744428402491
36254,532551,5399171,2017/11/6,24.956,114.0717,24.9561,114.0718,1,2,,,,15.009177685946957
36255,544422,5397209,2017/11/4,37.7278,117.2119,37.7319,117.2166,1,2,,,,615.3809710693162
36256,5j3123,5394695,2017/11/7,21.6168,108.3448,21.6159,108.3453,4,8,,,,112.63514932040141
36257,522942,5397516,2017/11/8,36.7856,119.9487,36.7847,119.9486,2,8,,,,100.47088918504554
36258,5102113,5394214,2017/11/4,39.0154,117.663,39.038000000000004,117.6453,0,1,,,,2941.585025199008
36259,5a6113,5395002,2017/11/8,36.6894,114.1721,,,3,0,,,,
36260,5w7215,5393283,2017/11/4,39.8152,109.9996,39.8204,109.9888,0,4,,,,1088.6445194484838
36261,532546,5399134,2017/11/1,24.7773,113.2729,24.7775,113.273,4,8,,,,24.42332773039812
36262,5j7315,5392368,2017/11/8,41.1146,122.9875,41.1442,123.0552,2,9,,,,6556.245972373878
36263,511535,5401596,2017/11/19,23.8718,113.527,23.8716,113.5271,3,7,,,,24.453344598123646
36264,5b7602,5392474,2017/11/1,33.5447,114.6046,33.582,114.7788,3,7,,,,16665.035955909978
36265,534563,5396906,2017/11/15,36.6397,117.9439,36.6395,117.9439,2,2,,,,22.238985329136707
36266,5b5840,5392653,2017/11/8,31.9207,114.5014,31.9032,114.5157,4,7,,,,2368.2130688091365
36267,5f7886,5401647,2017/11/11,26.8879,120.0125,,,1,0,,,,
36268,557398,5397163,2017/11/4,37.5024,122.0328,37.5025,122.03299999999999,4,3,,,,20.854527338736602
36269,5v4099,5396068,2017/11/1,45.5448,131.8678,,,2,0,,,,
36270,563241,5397210,2017/11/6,37.4288,118.6634,,,1,0,,,,
36271,517411,5398247,2017/11/7,22.3585,110.9276,22.3584,110.9276,3,8,,,,11.119492664568353
36272,5f8400,5401544,2017/11/8,34.0212,113.8235,34.0215,113.8234,0,3,,,,34.60817319109549
36273,5c2961,5401600,2017/11/11,38.698,116.6346,38.6982,116.635,3,2,,,,41.22568022668334
36274,535950,5401767,2017/11/2,37.574,121.3418,37.5759,121.3417,1,5,,,,211.45408756934535
36275,5e4555,5393011,2017/11/17,24.0806,117.8391,24.0794,117.8396,3,8,,,,142.7624034596698
36276,5h51724,5397107,2017/11/3,40.2229,116.2201,40.223,116.2214,0,2,,,,110.93064086804375
36277,5b7628,5392658,2017/11/14,33.7367,114.8839,,,2,0,,,,
36278,5t3089,5397706,2017/11/6,38.084,113.4095,38.084,113.4094,3,2,,,,8.752233849662371
36279,576252,5401584,2017/11/4,30.2092,115.0578,30.2296,115.068,2,8,,,,2471.041046289667
36280,5b9210,5395160,2017/11/6,40.6082,115.056,40.6086,115.0558,3,1,,,,47.57452830304034
36281,558981,5401215,2017/11/5,23.2751,116.3186,23.2537,116.321,0,1,,,,2392.168093867312
36282,5j2235,5395857,2017/11/2,22.9712,110.4307,22.9572,110.4446,4,8,,,,2109.18709246539
36283,512436,5398384,2017/11/8,23.0517,112.4625,23.0517,112.4625,2,10,,,,0.0
36284,5a8715,5396169,2017/11/13,37.1052,115.3893,37.1209,115.3951,4,8,,,,1819.9399036409502
36285,5d3418,5401475,2017/11/1,31.725,115.9288,31.7763,115.9317,3,9,,,,5710.886536959805
36286,538679,5393564,2017/11/9,35.6819,117.5879,35.7962,117.6231,4,8,,,,13100.63612674728
36287,535561,5396807,2017/11/9,37.6528,120.5203,37.6531,120.5203,3,7,,,,33.35847799370506
36288,5k4117,5392552,2017/11/6,41.2392,119.3992,41.2324,119.3947,4,9,,,,844.5805748677157
36289,533608,5397078,2017/11/4,36.8672,119.4048,,,1,0,,,,
36290,5b7387,5392673,2017/11/1,33.616,114.6407,,,1,0,,,,
36291,532448,5399169,2017/11/6,24.7769,113.5621,24.7643,113.572,3,5,,,,1721.0603953400673
36292,5101707,5394364,2017/11/17,39.3726,117.601,39.3402,117.6259,4,8,,,,4190.79699642266
36293,5b9119,5395151,2017/11/14,40.4875,115.2743,40.4973,115.2722,0,1,,,,1104.0850819723246
36294,5m9983,5396865,2017/11/18,34.2843,108.927,34.2863,108.941,0,1,,,,1305.3201726130105
36295,5102077,5394424,2017/11/5,40.0431,117.4026,40.0435,117.4026,3,9,,,,44.47797065756609
36296,5q5180,5395809,2017/11/4,22.432,108.8091,22.4308,108.8112,2,7,,,,253.75597226833568
36297,5102076,5392752,2017/11/5,39.2654,117.5642,39.2749,117.5741,3,9,,,,1357.2671844818929
36298,5102128,5394440,2017/11/2,39.2004,116.9097,39.2378,116.9295,4,8,,,,4494.898964498393
36299,5c7909,5395516,2017/11/5,25.1321,118.4702,25.1253,118.4696,4,8,,,,758.5342766124736
36300,5b1593,5394347,2017/11/9,34.2312,112.198,34.2309,112.1981,0,2,,,,34.60210012314566
36301,5r4366,5401397,2017/11/19,23.8986,106.6099,23.8981,106.6104,3,7,,,,75.33162136657458
36302,5221195,5397660,2017/11/5,36.0831,120.3501,36.0831,120.3501,0,1,,,,0.0
36303,5e3697,5401411,2017/11/4,28.7422,115.8529,28.741999999999997,115.8529,4,8,,,,22.238985329136707
36304,5w2057,5393420,2017/11/14,40.3802,111.8241,40.3799,111.8242,3,9,,,,34.41709186301485
36305,539386,5393200,2017/11/1,35.7249,116.4889,35.725,116.48899999999999,3,2,,,,14.322436959549702
36306,5w4119,5393628,2017/11/3,42.9326,119.0229,42.9326,119.023,4,8,,,,8.14119732676603
36307,5c9425,5395695,2017/11/6,25.0981,117.0195,25.1265,117.0241,2,2,,,,3191.7183590916375
36308,5021186,5398288,2017/11/15,22.971999999999998,113.186,22.9714,113.1904,3,5,,,,455.3723243418495
36309,5k4168,5392574,2017/11/3,41.6004,120.4435,41.5538,120.4437,1,3,,,,5181.710287378047
36310,538357,5393581,2017/11/1,35.9289,116.4477,35.9313,116.4236,3,8,,,,2186.270721218597
36311,538357,5393581,2017/11/6,35.9266,116.4397,35.9306,116.42200000000001,4,8,,,,1654.60934776874
36312,5d8298,5401665,2017/11/7,29.0361,114.5695,29.0388,114.5712,0,5,,,,342.71010114476195
36313,5021690,5397993,2017/11/15,23.0288,113.0507,23.0289,113.0508,2,4,,,,15.111741546249263
36314,5221160,5397512,2017/11/3,36.0181,120.1412,36.0146,120.1416,4,4,,,,390.84151397921164
36315,535947,5401602,2017/11/3,37.4947,121.3483,37.4768,121.3381,4,4,,,,2184.403766188487
36316,5d3433,5431332,2017/11/9,31.3513,117.0073,31.3738,116.9934,5,4,,,,2828.649501280879
36317,540507,5397023,2017/11/3,35.0658,118.3386,35.0658,118.3392,3,2,,,,54.60734769899165
36318,5102024,5393566,2017/11/7,39.2785,117.4344,,,2,0,,,,
36319,532536,5399274,2017/11/6,24.7716,113.5847,24.7714,113.5843,2,6,,,,46.10369822277555
36320,5021110,5398443,2017/11/9,22.7856,113.1538,22.7864,113.15299999999999,4,3,,,,120.99336421582481
36321,540806,5397026,2017/11/5,35.152,118.1922,35.1795,118.2131,4,8,,,,3599.9779820332706
36322,538580,5393563,2017/11/17,35.8112,117.6184,35.8149,117.6194,3,9,,,,421.1867784361299
36323,5f7866,5401345,2017/11/5,27.1006,120.2496,27.1001,120.2503,2,8,,,,88.83856731558447
36324,535693,5396522,2017/11/6,37.6441,120.5251,37.6458,120.5055,4,8,,,,1736.0109187388098
36325,5c2961,5401600,2017/11/15,38.6982,116.6346,38.698,116.6348,4,2,,,,28.210255738450762
36326,5a3576,5396713,2017/11/14,39.854,118.7641,39.854,118.7617,3,9,,,,204.86906260242898
36327,5g7548,5401395,2017/11/10,27.0393,118.3194,27.0395,118.3196,4,7,,,,29.781447615761717
36328,5m2213,5393327,2017/11/1,37.779,112.6019,37.7784,112.6013,2,1,,,,85.04004465159973
